customer_id,full_name,country,segment,email,phone
C0343,Sofia Gomez,Chile,Premium,sofia.gomez343@email.com,+16517773926
C0344,Carlos Cruz,Peru,Premium,carlos.cruz344@email.com,+19922809202
C0345,Andres Rodriguez,Dominican Republic,VIP,andres.rodriguez345@email.com,+19041379772
C0346,Valentina Diaz,Dominican Republic,Standard,valentina.diaz346@email.com,+12984257991
C0347,Valentina Ruiz,Peru,VIP,valentina.ruiz347@email.com,+11038862912
C0348,Daniela Ortega,Ecuador,Premium,daniela.ortega348@email.com,+18117298068
C0349,Isabel Gomez,Ecuador,Premium,isabel.gomez349@email.com,+16376599162
C0350,Andres Ramirez,Colombia,Standard,andres.ramirez350@email.com,+14986430098
C0351,Ana Flores,Costa Rica,Premium,ana.flores351@email.com,+13565126944
C0352,Natalia Diaz,Dominican Republic,Basic,natalia.diaz352@email.com,+14636887258
C0353,Natalia Ramirez,Argentina,Basic,natalia.ramirez353@email.com,+19562137213
C0354,Jorge Ruiz,Ecuador,Basic,jorge.ruiz354@email.com,+19026012796
C0355,Juan Perez,Chile,Basic,juan.perez355@email.com,+15190669849
C0356,Maria Rodriguez,Panama,VIP,maria.rodriguez356@email.com,+10384309883
C0357,Andrea Rodriguez,Guatemala,Premium,andrea.rodriguez357@email.com,+13021465669
C0358,Diego Flores,Colombia,Premium,diego.flores358@email.com,+11848955439
C0359,Diego Sanchez,Dominican Republic,VIP,diego.sanchez359@email.com,+10426818184
C0360,Roberto Garcia,Ecuador,Basic,roberto.garcia360@email.com,+19476973577
C0361,Pablo Martinez,Colombia,VIP,pablo.martinez361@email.com,+14163356588
C0362,Carlos Vargas,Argentina,Standard,carlos.vargas362@email.com,+11651827553
C0363,Pablo Vargas,Chile,Standard,pablo.vargas363@email.com,+17333433339
C0364,Patricia Hernandez,Colombia,Premium,patricia.hernandez364@email.com,+11790807595
C0365,Daniela Castro,Panama,Basic,daniela.castro365@email.com,+12846392086
C0366,Daniela Mendez,Ecuador,Premium,daniela.mendez366@email.com,+15627187500
C0367,Diego Ruiz,Guatemala,Premium,diego.ruiz367@email.com,+15942843479
C0368,Roberto Gomez,Panama,Standard,roberto.gomez368@email.com,+16365564729
C0369,Luis Castro,Colombia,Standard,luis.castro369@email.com,+14386632270
C0370,Sofia Diaz,Peru,VIP,sofia.diaz370@email.com,+18857448906
C0371,Ana Rodriguez,Chile,Premium,ana.rodriguez371@email.com,+14717545588
C0372,Andres Gomez,Costa Rica,Premium,andres.gomez372@email.com,+11593998245
C0373,Roberto Flores,Panama,VIP,roberto.flores373@email.com,+11694722569
C0374,Pablo Ruiz,Colombia,Premium,pablo.ruiz374@email.com,+12535544964
C0375,Fernando Gomez,Costa Rica,VIP,fernando.gomez375@email.com,+12202341326
C0376,Ana Garcia,Panama,Premium,ana.garcia376@email.com,+18006811492
C0377,Juan Ruiz,Chile,Basic,juan.ruiz377@email.com,+13472282005
C0378,Roberto Ramirez,Ecuador,VIP,roberto.ramirez378@email.com,+14872829979
C0379,Isabel Flores,Guatemala,Basic,isabel.flores379@email.com,+17831745642
C0380,Camila Martinez,Ecuador,Premium,camila.martinez380@email.com,+12547807740
C0381,Isabel Reyes,Mexico,Standard,isabel.reyes381@email.com,+18536866326
C0382,Miguel Cruz,Colombia,Basic,miguel.cruz382@email.com,+16389448463
C0383,Juan Rodriguez,Argentina,Standard,juan.rodriguez383@email.com,+11797497350
C0384,Luis Lopez,Peru,Premium,luis.lopez384@email.com,+11442703120
C0385,Daniela Morales,Costa Rica,Basic,daniela.morales385@email.com,+14757051204
C0386,Miguel Perez,Peru,VIP,miguel.perez386@email.com,+13460136730
C0387,Diego Sanchez,Ecuador,Premium,diego.sanchez387@email.com,+13764520881
C0388,Andres Ramirez,Chile,Basic,andres.ramirez388@email.com,+15031365024
C0389,Pablo Garcia,Chile,VIP,pablo.garcia389@email.com,+10097925132
C0390,Daniela Perez,Mexico,Basic,daniela.perez390@email.com,+10528127358
C0391,Patricia Sanchez,Mexico,Standard,patricia.sanchez391@email.com,+16524077848
C0392,Daniela Morales,Ecuador,Standard,daniela.morales392@email.com,+15574982182
C0393,Fernando Reyes,Ecuador,Basic,fernando.reyes393@email.com,+15708620959
C0394,Valentina Torres,Ecuador,Premium,valentina.torres394@email.com,+16387829456
C0395,Roberto Garcia,Ecuador,Premium,roberto.garcia395@email.com,+11022031731
C0396,Maria Castro,Panama,VIP,maria.castro396@email.com,+18994053910
C0397,Diego Ramirez,Panama,Premium,diego.ramirez397@email.com,+10586509480
C0398,Juan Reyes,Chile,Premium,juan.reyes398@email.com,+18113863383
C0399,Pablo Rodriguez,Colombia,VIP,pablo.rodriguez399@email.com,+19576122868
C0400,Roberto Rodriguez,Guatemala,VIP,roberto.rodriguez400@email.com,+15855665939
C0401,Natalia Morales,Ecuador,VIP,natalia.morales401@email.com,+14577600490
C0402,Jorge Hernandez,Mexico,Basic,jorge.hernandez402@email.com,+14335048889
C0403,Pablo Hernandez,Mexico,Premium,pablo.hernandez403@email.com,+17522459334
C0404,Camila Perez,Dominican Republic,VIP,camila.perez404@email.com,+13157279194
C0405,Maria Castro,Colombia,VIP,maria.castro405@email.com,+10556613906
C0406,Maria Reyes,Guatemala,Premium,maria.reyes406@email.com,+18925832067
C0407,Andrea Castro,Chile,Premium,andrea.castro407@email.com,+16462251790
C0408,Natalia Ruiz,Colombia,Basic,natalia.ruiz408@email.com,+16862278376
C0409,Pablo Morales,Chile,Standard,pablo.morales409@email.com,+11465911665
C0410,Patricia Morales,Guatemala,Basic,patricia.morales410@email.com,+19042597927
C0411,Maria Cruz,Guatemala,Standard,maria.cruz411@email.com,+12110392405
C0412,Ana Reyes,Panama,VIP,ana.reyes412@email.com,+10538338848
C0413,Daniela Ortega,Mexico,Standard,daniela.ortega413@email.com,+16980420439
C0414,Andres Lopez,Mexico,VIP,andres.lopez414@email.com,+11645104636
C0415,Jorge Garcia,Panama,Basic,jorge.garcia415@email.com,+19812387800
C0416,Valentina Flores,Guatemala,Basic,valentina.flores416@email.com,+17620555438
C0417,Andres Lopez,Costa Rica,Basic,andres.lopez417@email.com,+10843256216
C0418,Jorge Ortega,Costa Rica,Standard,jorge.ortega418@email.com,+13926495782
C0419,Diego Hernandez,Peru,Standard,diego.hernandez419@email.com,+14826292518
C0420,Natalia Garcia,Guatemala,Standard,natalia.garcia420@email.com,+12056647423
C0421,Ana Hernandez,Mexico,Standard,ana.hernandez421@email.com,+19949993933
C0422,Carlos Gomez,Panama,Premium,carlos.gomez422@email.com,+12897526772
C0423,Sofia Morales,Mexico,Standard,sofia.morales423@email.com,+16046333127
C0424,Andrea Ramirez,Panama,Basic,andrea.ramirez424@email.com,+13660965699
C0425,Andrea Mendez,Ecuador,Premium,andrea.mendez425@email.com,+11770388608
C0426,Miguel Flores,Chile,Premium,miguel.flores426@email.com,+14764472649
C0427,Maria Flores,Panama,Standard,maria.flores427@email.com,+17181298266
C0428,Roberto Sanchez,Peru,Premium,roberto.sanchez428@email.com,+17937145211
C0429,Ana Sanchez,Colombia,Basic,ana.sanchez429@email.com,+18689268602
C0430,Roberto Castro,Peru,Standard,roberto.castro430@email.com,+12206447421
C0431,Luis Morales,Dominican Republic,Premium,luis.morales431@email.com,+14077780973
C0432,Diego Castro,Panama,VIP,diego.castro432@email.com,+16719903849
C0433,Natalia Morales,Peru,Premium,natalia.morales433@email.com,+12050209945
C0434,Juan Lopez,Costa Rica,Premium,juan.lopez434@email.com,+12249998279
C0435,Patricia Lopez,Argentina,Premium,patricia.lopez435@email.com,+15561681472
C0436,Ana Vargas,Ecuador,Basic,ana.vargas436@email.com,+16833901981
C0437,Daniela Ortega,Costa Rica,Basic,daniela.ortega437@email.com,+19548995299
C0438,Daniela Flores,Panama,VIP,daniela.flores438@email.com,+12934301071
C0439,Diego Ortega,Costa Rica,VIP,diego.ortega439@email.com,+10558303441
C0440,Camila Reyes,Mexico,Basic,camila.reyes440@email.com,+11556990235
C0441,Roberto Ramirez,Mexico,VIP,roberto.ramirez441@email.com,+12727857608
C0442,Camila Castro,Ecuador,Basic,camila.castro442@email.com,+18039551240
C0443,Roberto Ruiz,Dominican Republic,Standard,roberto.ruiz443@email.com,+19629145046
C0444,Juan Ramirez,Guatemala,Standard,juan.ramirez444@email.com,+17438421503
C0445,Juan Sanchez,Panama,Premium,juan.sanchez445@email.com,+18235784521
C0446,Jorge Hernandez,Mexico,Standard,jorge.hernandez446@email.com,+17681040915
C0447,Fernando Lopez,Ecuador,Premium,fernando.lopez447@email.com,+14094353344
C0448,Natalia Torres,Colombia,VIP,natalia.torres448@email.com,+14224109881
C0449,Diego Mendez,Ecuador,Basic,diego.mendez449@email.com,+15424932149
C0450,Roberto Mendez,Mexico,VIP,roberto.mendez450@email.com,+12070160166
C0451,Sofia Ortega,Dominican Republic,VIP,sofia.ortega451@email.com,+15453817921
C0452,Fernando Garcia,Argentina,VIP,fernando.garcia452@email.com,+17733294562
C0453,Roberto Torres,Panama,VIP,roberto.torres453@email.com,+10171577245
C0454,Andrea Castro,Ecuador,Standard,andrea.castro454@email.com,+11615814876
C0455,Pablo Diaz,Dominican Republic,Standard,pablo.diaz455@email.com,+13827615396
C0456,Isabel Castro,Ecuador,Basic,isabel.castro456@email.com,+13219719975
C0457,Natalia Garcia,Peru,VIP,natalia.garcia457@email.com,+14619196570
C0458,Juan Morales,Dominican Republic,Standard,juan.morales458@email.com,+10227846997
C0459,Diego Morales,Argentina,Basic,diego.morales459@email.com,+19465190986
C0460,Luis Reyes,Guatemala,Premium,luis.reyes460@email.com,+18008514036
C0461,Pablo Ruiz,Costa Rica,Basic,pablo.ruiz461@email.com,+16668327238
C0462,Miguel Gomez,Peru,VIP,miguel.gomez462@email.com,+14220102762
C0463,Juan Hernandez,Panama,VIP,juan.hernandez463@email.com,+19692786876
C0464,Patricia Cruz,Costa Rica,Standard,patricia.cruz464@email.com,+19097384689
C0465,Patricia Lopez,Dominican Republic,Premium,patricia.lopez465@email.com,+17519712847
C0466,Jorge Perez,Chile,Premium,jorge.perez466@email.com,+17189490580
C0467,Daniela Sanchez,Dominican Republic,VIP,daniela.sanchez467@email.com,+15654420949
C0468,Andres Lopez,Dominican Republic,VIP,andres.lopez468@email.com,+12904904712
C0469,Jorge Perez,Argentina,Basic,jorge.perez469@email.com,+12944401929
C0470,Luis Sanchez,Peru,Basic,luis.sanchez470@email.com,+14372805129
C0471,Luis Ramirez,Costa Rica,VIP,luis.ramirez471@email.com,+13723950410
C0472,Sofia Sanchez,Panama,VIP,sofia.sanchez472@email.com,+14783667428
C0473,Isabel Martinez,Panama,Basic,isabel.martinez473@email.com,+16580185694
C0474,Roberto Vargas,Colombia,Basic,roberto.vargas474@email.com,+14967393852
C0475,Roberto Mendez,Mexico,Premium,roberto.mendez475@email.com,+11061817534
C0476,Andres Morales,Mexico,Premium,andres.morales476@email.com,+19109391119
C0477,Luis Ruiz,Colombia,Standard,luis.ruiz477@email.com,+12447174654
C0478,Sofia Perez,Mexico,Basic,sofia.perez478@email.com,+16650442717
C0479,Diego Ortega,Peru,VIP,diego.ortega479@email.com,+17128639174
C0480,Ana Lopez,Colombia,Premium,ana.lopez480@email.com,+19470720064
C0481,Luis Torres,Dominican Republic,VIP,luis.torres481@email.com,+10877661830
C0482,Miguel Ramirez,Dominican Republic,Premium,miguel.ramirez482@email.com,+18554601585
C0483,Juan Sanchez,Chile,Basic,juan.sanchez483@email.com,+12806346157
C0484,Juan Sanchez,Peru,Standard,juan.sanchez484@email.com,+10309376184
C0485,Daniela Mendez,Mexico,VIP,daniela.mendez485@email.com,+10505061387
C0486,Natalia Hernandez,Colombia,Standard,natalia.hernandez486@email.com,+10270790320
C0487,Sofia Lopez,Colombia,Basic,sofia.lopez487@email.com,+17929111799
C0488,Valentina Perez,Costa Rica,Standard,valentina.perez488@email.com,+15651982530
C0489,Pablo Rodriguez,Colombia,Basic,pablo.rodriguez489@email.com,+11426258273
C0490,Pablo Lopez,Colombia,Standard,pablo.lopez490@email.com,+19620710021
C0491,Pablo Reyes,Panama,VIP,pablo.reyes491@email.com,+12324876329
C0492,Maria Ortega,Panama,Standard,maria.ortega492@email.com,+19145608331
C0493,Jorge Garcia,Ecuador,Basic,jorge.garcia493@email.com,+18373403127
C0494,Daniela Rodriguez,Mexico,Standard,daniela.rodriguez494@email.com,+10543645970
C0495,Ana Lopez,Peru,Standard,ana.lopez495@email.com,+10781137995
C0496,Isabel Morales,Chile,Basic,isabel.morales496@email.com,+11531363631
C0497,Daniela Castro,Mexico,VIP,daniela.castro497@email.com,+16239726527
C0498,Diego Gomez,Chile,Basic,diego.gomez498@email.com,+15209042177
C0499,Isabel Rodriguez,Chile,Basic,isabel.rodriguez499@email.com,+14929298316
C0500,Jorge Ramirez,Dominican Republic,Standard,jorge.ramirez500@email.com,+17740633569
C0501,Valentina Castro,Dominican Republic,Standard,valentina.castro501@email.com,+10600780686
C0502,Daniela Garcia,Panama,VIP,daniela.garcia502@email.com,+13180632543
C0503,Juan Martinez,Argentina,VIP,juan.martinez503@email.com,+12799077262
C0504,Patricia Sanchez,Colombia,Premium,patricia.sanchez504@email.com,+16580464989
C0505,Diego Perez,Mexico,Basic,diego.perez505@email.com,+18501657905
C0506,Patricia Rodriguez,Ecuador,Premium,patricia.rodriguez506@email.com,+13253817933
C0507,Roberto Gomez,Ecuador,Basic,roberto.gomez507@email.com,+16401557788
C0508,Ana Ramirez,Panama,Basic,ana.ramirez508@email.com,+19513711624
C0509,Juan Garcia,Argentina,Standard,juan.garcia509@email.com,+11272380468
C0510,Luis Ramirez,Costa Rica,Basic,luis.ramirez510@email.com,+17043103856
C0511,Pablo Torres,Panama,Basic,pablo.torres511@email.com,+19887749242
C0512,Andres Cruz,Guatemala,VIP,andres.cruz512@email.com,+14025472928
C0513,Camila Rodriguez,Peru,Standard,camila.rodriguez513@email.com,+12310592745
C0514,Sofia Morales,Guatemala,Premium,sofia.morales514@email.com,+15257828410
C0515,Miguel Ramirez,Panama,Standard,miguel.ramirez515@email.com,+15208854749
C0516,Luis Castro,Guatemala,VIP,luis.castro516@email.com,+11702814069
C0517,Valentina Sanchez,Colombia,Basic,valentina.sanchez517@email.com,+15093983430
C0518,Juan Mendez,Colombia,VIP,juan.mendez518@email.com,+18637599805
C0519,Miguel Hernandez,Guatemala,VIP,miguel.hernandez519@email.com,+16504554781
C0520,Diego Sanchez,Panama,VIP,diego.sanchez520@email.com,+14266299123
C0521,Camila Ramirez,Colombia,Basic,camila.ramirez521@email.com,+19610646287
C0522,Pablo Hernandez,Peru,Standard,pablo.hernandez522@email.com,+16487049478
C0523,Fernando Cruz,Mexico,Premium,fernando.cruz523@email.com,+12447146273
C0524,Carlos Garcia,Panama,Basic,carlos.garcia524@email.com,+11959796471
C0525,Patricia Flores,Argentina,Premium,patricia.flores525@email.com,+12902572520
C0526,Andres Gomez,Guatemala,VIP,andres.gomez526@email.com,+10448183219
C0527,Sofia Mendez,Guatemala,Basic,sofia.mendez527@email.com,+14451895202
C0528,Jorge Reyes,Panama,Basic,jorge.reyes528@email.com,+16521328338
C0529,Andrea Flores,Costa Rica,Premium,andrea.flores529@email.com,+17112075452
C0530,Fernando Ortega,Peru,Basic,fernando.ortega530@email.com,+14013223423
C0531,Luis Perez,Colombia,VIP,luis.perez531@email.com,+11076031089
C0532,Maria Ramirez,Argentina,Premium,maria.ramirez532@email.com,+10140119393
C0533,Sofia Gomez,Colombia,Premium,sofia.gomez533@email.com,+12495528938
C0534,Pablo Perez,Dominican Republic,Premium,pablo.perez534@email.com,+10833428013
C0535,Jorge Ramirez,Dominican Republic,Basic,jorge.ramirez535@email.com,+12712566383
C0536,Isabel Garcia,Colombia,Basic,isabel.garcia536@email.com,+17182754801
C0537,Roberto Ramirez,Costa Rica,Premium,roberto.ramirez537@email.com,+14794738646
C0538,Diego Perez,Guatemala,VIP,diego.perez538@email.com,+12071678112
C0539,Miguel Ruiz,Peru,Premium,miguel.ruiz539@email.com,+11535396136
C0540,Daniela Vargas,Costa Rica,Basic,daniela.vargas540@email.com,+15796784271
C0541,Ana Vargas,Panama,VIP,ana.vargas541@email.com,+13201017026
C0542,Andrea Torres,Argentina,Standard,andrea.torres542@email.com,+19911877347
C0543,Daniela Flores,Ecuador,Basic,daniela.flores543@email.com,+15880061675
C0544,Miguel Sanchez,Mexico,VIP,miguel.sanchez544@email.com,+10284276246
C0545,Daniela Garcia,Ecuador,VIP,daniela.garcia545@email.com,+18977828064
C0546,Daniela Castro,Dominican Republic,VIP,daniela.castro546@email.com,+15450090255
C0547,Pablo Martinez,Costa Rica,Basic,pablo.martinez547@email.com,+11655650333
C0548,Camila Castro,Colombia,Premium,camila.castro548@email.com,+14152085076
C0549,Pablo Flores,Argentina,VIP,pablo.flores549@email.com,+10790569659
C0550,Ana Ramirez,Chile,Premium,ana.ramirez550@email.com,+15785294563
C0551,Daniela Perez,Argentina,Standard,daniela.perez551@email.com,+14049639191
C0552,Pablo Torres,Colombia,Basic,pablo.torres552@email.com,+19876351484
C0553,Isabel Mendez,Chile,Basic,isabel.mendez553@email.com,+16649878208
C0554,Sofia Castro,Chile,VIP,sofia.castro554@email.com,+17489690835
C0555,Fernando Hernandez,Peru,Standard,fernando.hernandez555@email.com,+14665136442
C0556,Andres Ortega,Costa Rica,Standard,andres.ortega556@email.com,+13123034778
C0557,Isabel Diaz,Chile,Premium,isabel.diaz557@email.com,+12420448207
C0558,Carlos Lopez,Guatemala,Premium,carlos.lopez558@email.com,+19416516231
C0559,Pablo Flores,Ecuador,Premium,pablo.flores559@email.com,+19847139155
C0560,Pablo Ruiz,Costa Rica,Standard,pablo.ruiz560@email.com,+13212347649
C0561,Maria Ramirez,Colombia,Basic,maria.ramirez561@email.com,+15867342575
C0562,Camila Martinez,Mexico,Premium,camila.martinez562@email.com,+13486451837
C0563,Miguel Martinez,Argentina,VIP,miguel.martinez563@email.com,+14134327560
C0564,Andres Perez,Panama,VIP,andres.perez564@email.com,+16561248156
C0565,Andrea Mendez,Panama,Basic,andrea.mendez565@email.com,+10027206345
C0566,Pablo Perez,Peru,Premium,pablo.perez566@email.com,+13829657724
C0567,Sofia Castro,Argentina,Basic,sofia.castro567@email.com,+13165266930
C0568,Carlos Mendez,Colombia,Standard,carlos.mendez568@email.com,+17342069694
C0569,Luis Perez,Peru,Basic,luis.perez569@email.com,+19108677133
C0570,Diego Vargas,Panama,Basic,diego.vargas570@email.com,+16263934362
C0571,Isabel Hernandez,Argentina,Premium,isabel.hernandez571@email.com,+14397359710
C0572,Daniela Hernandez,Costa Rica,Basic,daniela.hernandez572@email.com,+13669411800
C0573,Roberto Cruz,Guatemala,VIP,roberto.cruz573@email.com,+19900489646
C0574,Patricia Hernandez,Dominican Republic,Premium,patricia.hernandez574@email.com,+12428757215
C0575,Jorge Diaz,Argentina,Standard,jorge.diaz575@email.com,+11502745644
C0576,Andrea Vargas,Costa Rica,Basic,andrea.vargas576@email.com,+12572870320
C0577,Valentina Rodriguez,Panama,Premium,valentina.rodriguez577@email.com,+14276170758
C0578,Daniela Sanchez,Colombia,VIP,daniela.sanchez578@email.com,+12151342284
C0579,Pablo Castro,Dominican Republic,Standard,pablo.castro579@email.com,+10892613715
C0580,Carlos Reyes,Costa Rica,Premium,carlos.reyes580@email.com,+15915201777
C0581,Andres Ortega,Guatemala,Premium,andres.ortega581@email.com,+10975923045
C0582,Maria Perez,Colombia,VIP,maria.perez582@email.com,+16423610326
C0583,Miguel Reyes,Colombia,Standard,miguel.reyes583@email.com,+14764925158
C0584,Diego Ramirez,Costa Rica,VIP,diego.ramirez584@email.com,+17499616592
C0585,Isabel Diaz,Mexico,Premium,isabel.diaz585@email.com,+18573278814
C0586,Fernando Diaz,Panama,Premium,fernando.diaz586@email.com,+14224386490
C0587,Natalia Perez,Ecuador,Premium,natalia.perez587@email.com,+11866179454
C0588,Pablo Perez,Colombia,Premium,pablo.perez588@email.com,+17226016459
C0589,Fernando Sanchez,Guatemala,Basic,fernando.sanchez589@email.com,+12321941680
C0590,Carlos Ruiz,Mexico,Premium,carlos.ruiz590@email.com,+12776974995
C0591,Miguel Reyes,Peru,Premium,miguel.reyes591@email.com,+12031030372
C0592,Valentina Diaz,Colombia,Standard,valentina.diaz592@email.com,+14727601227
C0593,Daniela Ramirez,Panama,Premium,daniela.ramirez593@email.com,+19334960501
C0594,Isabel Diaz,Dominican Republic,VIP,isabel.diaz594@email.com,+19840767899
C0595,Daniela Cruz,Ecuador,Premium,daniela.cruz595@email.com,+10695814671
C0596,Daniela Ortega,Panama,Basic,daniela.ortega596@email.com,+16024375738
C0597,Valentina Castro,Dominican Republic,Basic,valentina.castro597@email.com,+17246657293
C0598,Camila Perez,Peru,VIP,camila.perez598@email.com,+12329716743
C0599,Diego Mendez,Mexico,Premium,diego.mendez599@email.com,+15452280156
C0600,Ana Ortega,Colombia,Standard,ana.ortega600@email.com,+18374550842
C0601,Jorge Ortega,Mexico,Premium,jorge.ortega601@email.com,+17711991808
C0602,Ana Rodriguez,Chile,Premium,ana.rodriguez602@email.com,+15247871255
C0603,Luis Garcia,Panama,Standard,luis.garcia603@email.com,+16037548214
C0604,Patricia Diaz,Chile,Basic,patricia.diaz604@email.com,+12863266678
C0605,Patricia Martinez,Peru,VIP,patricia.martinez605@email.com,+10811556260
C0606,Miguel Lopez,Dominican Republic,Standard,miguel.lopez606@email.com,+10846684550
C0607,Andres Flores,Costa Rica,Standard,andres.flores607@email.com,+17389975634
C0608,Juan Lopez,Costa Rica,Basic,juan.lopez608@email.com,+12884318848
C0609,Roberto Rodriguez,Mexico,Premium,roberto.rodriguez609@email.com,+18943468105
C0610,Andres Flores,Colombia,Basic,andres.flores610@email.com,+10174907539
C0611,Pablo Mendez,Guatemala,Standard,pablo.mendez611@email.com,+14492683158
C0612,Pablo Morales,Panama,Basic,pablo.morales612@email.com,+11266110627
C0613,Diego Sanchez,Guatemala,Premium,diego.sanchez613@email.com,+18698864976
C0614,Fernando Ramirez,Peru,VIP,fernando.ramirez614@email.com,+12827728813
C0615,Fernando Ramirez,Peru,Premium,fernando.ramirez615@email.com,+18519611594
C0616,Maria Flores,Colombia,Standard,maria.flores616@email.com,+15454470229
C0617,Isabel Lopez,Argentina,Basic,isabel.lopez617@email.com,+13270185106
C0618,Daniela Castro,Dominican Republic,Basic,daniela.castro618@email.com,+17567922877
C0619,Fernando Hernandez,Colombia,Basic,fernando.hernandez619@email.com,+19966365807
C0620,Andres Perez,Mexico,Standard,andres.perez620@email.com,+19481813989
C0621,Maria Castro,Panama,Standard,maria.castro621@email.com,+18018204339
C0622,Fernando Perez,Costa Rica,Basic,fernando.perez622@email.com,+19070562608
C0623,Roberto Ruiz,Colombia,Basic,roberto.ruiz623@email.com,+11182422412
C0624,Camila Diaz,Mexico,Standard,camila.diaz624@email.com,+19520046152
C0625,Isabel Torres,Costa Rica,Basic,isabel.torres625@email.com,+11033993788
C0626,Miguel Garcia,Mexico,Basic,miguel.garcia626@email.com,+15786170630
C0627,Andres Mendez,Chile,Premium,andres.mendez627@email.com,+18249671832
C0628,Patricia Mendez,Chile,Standard,patricia.mendez628@email.com,+18687007942
C0629,Carlos Lopez,Argentina,VIP,carlos.lopez629@email.com,+19465398402
C0630,Natalia Castro,Argentina,Premium,natalia.castro630@email.com,+11612846398
C0631,Roberto Torres,Panama,Basic,roberto.torres631@email.com,+14355379502
C0632,Carlos Ortega,Mexico,VIP,carlos.ortega632@email.com,+10268768118
C0633,Carlos Sanchez,Guatemala,Premium,carlos.sanchez633@email.com,+16956201753
C0634,Fernando Martinez,Mexico,Standard,fernando.martinez634@email.com,+14531943375
C0635,Maria Vargas,Dominican Republic,VIP,maria.vargas635@email.com,+13036149872
C0636,Natalia Morales,Colombia,Standard,natalia.morales636@email.com,+19212493843
C0637,Carlos Mendez,Ecuador,Basic,carlos.mendez637@email.com,+17060566418
C0638,Fernando Ramirez,Ecuador,Basic,fernando.ramirez638@email.com,+10304687506
C0639,Diego Torres,Dominican Republic,Premium,diego.torres639@email.com,+10361332541
C0640,Ana Martinez,Costa Rica,VIP,ana.martinez640@email.com,+10954317350
C0641,Roberto Flores,Colombia,Standard,roberto.flores641@email.com,+19971791100
C0642,Miguel Torres,Peru,Premium,miguel.torres642@email.com,+10704961108
C0643,Maria Reyes,Costa Rica,VIP,maria.reyes643@email.com,+11963990767
C0644,Isabel Ortega,Guatemala,Premium,isabel.ortega644@email.com,+10785931109
C0645,Juan Castro,Dominican Republic,Standard,juan.castro645@email.com,+12845679723
C0646,Luis Lopez,Peru,Premium,luis.lopez646@email.com,+14968549822
C0647,Daniela Reyes,Argentina,Basic,daniela.reyes647@email.com,+15089203880
C0648,Isabel Gomez,Chile,Standard,isabel.gomez648@email.com,+13153779599
C0649,Roberto Ortega,Costa Rica,Basic,roberto.ortega649@email.com,+15217073033
C0650,Fernando Ortega,Chile,Standard,fernando.ortega650@email.com,+17563620501
C0651,Patricia Martinez,Peru,Premium,patricia.martinez651@email.com,+14739500334
C0652,Sofia Cruz,Peru,Basic,sofia.cruz652@email.com,+15832302410
C0653,Luis Ruiz,Guatemala,Premium,luis.ruiz653@email.com,+13473552896
C0654,Juan Garcia,Peru,Standard,juan.garcia654@email.com,+13386559630
C0655,Andrea Castro,Ecuador,Standard,andrea.castro655@email.com,+14253042897
C0656,Diego Perez,Dominican Republic,VIP,diego.perez656@email.com,+11286857872
C0657,Roberto Gomez,Panama,VIP,roberto.gomez657@email.com,+17496903337
C0658,Valentina Ruiz,Argentina,Standard,valentina.ruiz658@email.com,+16692548121
C0659,Camila Sanchez,Chile,Basic,camila.sanchez659@email.com,+19078956776
C0660,Isabel Gomez,Guatemala,VIP,isabel.gomez660@email.com,+14602734151
C0661,Camila Flores,Argentina,Premium,camila.flores661@email.com,+13111508353
C0662,Roberto Vargas,Argentina,Basic,roberto.vargas662@email.com,+13928404456
C0663,Miguel Castro,Panama,Premium,miguel.castro663@email.com,+18263337389
C0664,Natalia Sanchez,Guatemala,VIP,natalia.sanchez664@email.com,+11536637780
C0665,Patricia Hernandez,Argentina,Standard,patricia.hernandez665@email.com,+10755366684
C0666,Roberto Castro,Dominican Republic,Premium,roberto.castro666@email.com,+10225999966
C0667,Diego Ruiz,Ecuador,Premium,diego.ruiz667@email.com,+16371597412
C0668,Ana Mendez,Mexico,Standard,ana.mendez668@email.com,+19702316433
C0669,Camila Flores,Panama,Premium,camila.flores669@email.com,+10580256621
C0670,Luis Mendez,Panama,VIP,luis.mendez670@email.com,+11632346729
C0671,Pablo Reyes,Ecuador,Standard,pablo.reyes671@email.com,+17430271693
C0672,Jorge Torres,Panama,VIP,jorge.torres672@email.com,+17901475469
C0673,Sofia Diaz,Peru,Standard,sofia.diaz673@email.com,+19676291603
C0674,Sofia Vargas,Colombia,Basic,sofia.vargas674@email.com,+13768151185
C0675,Isabel Sanchez,Argentina,Standard,isabel.sanchez675@email.com,+13807017656
C0676,Diego Ruiz,Mexico,Premium,diego.ruiz676@email.com,+14125777118
C0677,Valentina Sanchez,Panama,Standard,valentina.sanchez677@email.com,+14220912418
C0678,Miguel Rodriguez,Mexico,Premium,miguel.rodriguez678@email.com,+14275230837
C0679,Maria Flores,Costa Rica,Premium,maria.flores679@email.com,+14709006335
C0680,Valentina Morales,Mexico,Premium,valentina.morales680@email.com,+16005313122
C0681,Maria Diaz,Guatemala,Premium,maria.diaz681@email.com,+15839386613
C0682,Diego Garcia,Guatemala,Basic,diego.garcia682@email.com,+12065063731
C0683,Andres Ortega,Mexico,Basic,andres.ortega683@email.com,+11364971892
C0684,Andres Garcia,Costa Rica,Basic,andres.garcia684@email.com,+12525715099
C0685,Fernando Ruiz,Ecuador,Standard,fernando.ruiz685@email.com,+19030914363
